marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date		helpful-helpless	vote%	bscore	tscore	lenth	total review				star_rating	total review																				
US	46473062	R38UTIHXDTJLZC	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Four Stars	My mom really likes it	7/1/2015	20150701	0	1	1	0	1	0.3		20150701	1	4	0.3																				0
US	1400966	RSLNVGRUD0SAF	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	0	0	N	Y	"Had problems in just 3 months, disappointed."	This microwave worked fine for some 3 months and then started problem with door. I was totally disappointed seeing problem in just 3 months. Customer service was rude and unhelpful.	7/3/2015	20150703	0	1	-1.055555556	-3.75	1.5	-4.4125		20150703	2	1	-4.4125																				0
US	38461105	REU14VXUS7CGL	B004ZUWBVW	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Works the way I expected it to work.	7/3/2015	20150703	0	1	-0.5	0	1	-0.15		20150703	3	5	-0.15																				0
US	28562117	R2YMXF378Y8F4A	B00NXRHIO8	692404913	samsung counter top microwave	Major Appliances	5	1	3	N	Y	Five Stars	am very happy with  this	7/3/2015	20150703	-1	0.998771499	5	0	1.5	2.247235873		20150703	4	5	2.247235873																				0
US	698473	R3070M1GUMFCBN	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	... have a small apartment) well and I am very pleased. Does not take up a lot of room ...	Fits my counter top (I have a small apartment) well and I am very pleased.  Does not take up a lot of room and seems to work very efficiently.  Thank you.	7/4/2015	20150704	0	1	1.375	1	1	1.1125		20150704	5	4	1.1125																				0
US	39796917	R17BI1WY8EQY78	B00NQFSSWS	692404913	samsung counter top microwave	Major Appliances	2	5	6	N	Y	It used to open easily. It no longer opens when you push the ...	"I've had the microwave for 2-months. It used to open easily. It no longer opens when you push the button, you have to manually pull the door open. definitely a disappointment. I hope I can return it!"	7/4/2015	20150704	4	1.004914005	-1.208333333	-0.541666667	2	-1.490622441		20150704	6	2	-1.490622441																				0
US	522465	R2C3R2WPMW8XNE	B00NQFSSWS	692404913	samsung counter top microwave	Major Appliances	3	0	5	N	Y	Three Stars	Not as fun as I thought I would be	7/4/2015	20150704	-5	0.993857494	1.5	0	1.5	0.670853808		20150704	7	3	0.670853808																				0
US	19420892	R2C1SZLAR10YS3	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	1	2	N	Y	"Solid Microwave, but has got a few cons..Still recommended for its efficiency"	"I bought this M/W for use in an apartment after reading the good reviews on Amazon. Functionality and performance and even look-wise, this has been a great buy. No complaints there. But a couple of important downsides to this microwave...It is LOUD and keeps beeping even after the timer is done. there is no 30 second timer which is already mentioned in some of the reviews/Q&As. So, that is a fact..just confirming here."	7/5/2015	20150705	0	1	2	-0.5	2	0.5		20150705	8	4	0.5																				0
US	9885978	R22FBTW1LVP90S	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Very satisfied	"This microwave is great! The size is perfect for my small studio apartment (not a lot of countertop real estate) and the stainless steel finish looks really nice.  Sturdy construction and works very well. The light turning on when you open the door is a nice feature. I docked it a star because the buttons are a little more difficult to push than other microwaves, but not too big of a deal!"	7/5/2015	20150705	0	1	1.2125	3.25	2	5.2775		20150705	9	4	5.2775																				0
US	10967179	R23DF21WLIID6F	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Four Stars	The push buttons are ok but occasionally have to push harder to operate.	7/6/2015	20150706	0	1	0.666666667	0	1	0.2		20150706	10	4	0.2																				0
US	48705448	R29P1XS5DMQ7FY	B00NQFSSWS	692404913	samsung counter top microwave	Major Appliances	4	6	7	N	Y	"Owned since December 15, 2014"	"Overall, like it and would recommend. One issue is that, of late, the door requires several pushes to open. I've cleaned the area, can not see an obvious issue but am concerned that it may worsen. So far that is the only negative I've experienced. I'm contacting Samsung directly on this one."	7/6/2015	20150706	5	1.006142506	0.2	0	1	0.06036855		20150706	11	4	0.06036855																				0
US	26328072	R1QWHQ8TFNMJ40	B004ZUWBVW	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	slides too easily.	"Works well, but same gripes as other reviewers; no handle, slides too easily."	7/7/2015	20150707	0	1	0.513888889	2.166666667	1	1.670833333		20150707	12	4	1.670833333																				0
US	15318989	R3E0UBBYGRCFRR	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Perfect space and size	Perfect space and size. I have no cabinet space and this works perfectly. But you can't put a regular size plate in it. Still serves their purpose.	7/7/2015	20150707	0	1	3.333333333	5	1	4.5		20150707	13	5	4.5																				0
US	728200	R2OWZI76PO1NG9	B004ZUWBVW	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Four Stars	good	7/9/2015	20150709	0	1	3.5	0	2	2.1		20150709	14	4	2.1																				0
US	14942944	R3TDTW18NRVOQR	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	0	0	N	Y	Stopped Working After 5 Months.	"It was delivered on Feb. 14, 2015 and has stopped working already. Brand new outlet so I know it's not that. Will not turn on at all and the return window closed on Mar 17, 2015."	7/9/2015	20150709	0	1	0.090909091	0	1	0.027272727		20150709	15	1	0.027272727																				0
US	37530730	R3OZD227MDBDHL	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Great microwave for small spaces	This is a very good microwave. it is perfect for places with limited counter space. It is small. You won't be able to cook full meals with this microwave but it is perfect for basic microwave uses such as heating up frozen vegetables and reheating leftovers. So far it has worked just fine.	7/9/2015	20150709	0	1	1.797835498	1.375	1.5	2.252775974		20150709	16	4	2.252775974																				0
US	3431226	R1RZY6WFAX3VL5	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	but it seems like they should be able to fix that in a ...	"Tiny as promised! Not very powerful, which goes with the tiny, but it seems like they should be able to fix that in a future model.  The button to open the door requires a LOT of pressure."	7/14/2015	20150714	0	1	0.320512821	2.5	1.5	2.769230769		20150714	17	4	2.769230769																				0
US	50869768	R3LWJVDVB6KWCV	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	0	N	Y	Works As Advertised If You Do Proper Prep Work	"Works very well if you properly prepare your old microwave first by degreasing, sanding, cleaning and taping it off before applying multiple light coats."	7/14/2015	20150714	0	1	0.791666667	0	1.5	0.35625		20150714	18	5	0.35625																				
US	34756456	R2SB6J0RPRDTLH	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	1	1	4	N	Y	The oven stopped working 1 month after I got it ...	"The oven  stopped working  1 month after I got it, Samsung is unhelpful, a repair guy came said he fixed it. It is still not working,<br />I have been chasing Samsung for 2 weeks."	7/14/2015	20150714	-2	0.997542998	0.5	0	1	0.14963145		20150714	19	1	0.14963145																				
US	1755069	R2YLWV5JRVCK78	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	2	0	5	N	Y	Not small at all!	Not as expected. Measurements are given and are true to what the item itself is. Was very surprised at how big this microwave turned out to be. Very dissappointed as I thought I would be getting a small microwave. This microwave took up just as much space as my current one. It will be going back to seller.	7/15/2015	20150715	-5	0.993857494	0.294444444	0.78125	2	1.262613125		20150715	20	2	1.262613125																				
US	2733712	RY4326S1Y1KGT	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	but still great!! I should've just read the dimensions	"A little smaller than I anticipated, but still great!! I should've just read the dimensions better"	7/16/2015	20150716	0	1	1.640625	5	1.5	5.98828125		20150716	21	5	5.98828125																				
US	16804601	RQGWL6FSHWCHS	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Good except for the dang Superman door latch!	"Very nice microwave, good size, programming buttons very clear and easy to use. The only reason I gave this 4 stars is the door closure. Maybe for some folks, having a door that latches so tight you have to hold onto the oven itself when pushing button to open door is a good thing but not for me. Really wish there was a way to adjust this-a bit aggravating to have to hang on to it so I don't shove it off the stand to open the door! And one small note...I haven't figured out yet if you can use timer and then go ahead and cook in it without shutting off the timer, my old one you could and find that to be a feature I miss-have written to Danby to ask if I'm missing something on how to do this but they seem to be slow to respond. UPDATE: Danby took over a week to respond but it's as I feared-you cannot set timer and still use microwave to cook-OH WELL but definitely gonna miss that feature from my old microwave. And make sure that when you check a review for Danby microwave, it is for the actual model you are looking at-Amazon has chosen to lump ALL Danby model reviews so whereas this review is for 1.1 and 1000 watt, some reviews are all the way down to the .7 and there seems to be a wide gap in reviews."	7/16/2015	20150716	0	1	0.614801587	4.375	1	3.246940476		20150716	22	4	3.246940476																				
US	23279766	R2QH24GL108GJ8	B004ZU09QQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Could not have asked for anything better	"Could not have asked for anything better. The price was so cheap and the microwave works very well.<br /><br />The door is kind of hard to open. When I open it with one hand, I tend to push the machine a little.<br /><br />No issues with heating and seems to work well.<br /><br />The sound is kind of loud..but it is a microwave."	7/17/2015	20150717	0	1	1.337962963	2.5	1.5	3.227083333		20150717	23	5	3.227083333																				
US	15147619	R1ZWVVTCOWDM71	B00NXRHIO8	692404913	samsung counter top microwave	Major Appliances	5	3	5	N	Y	Great little microwave!	"Great basic little microwave.  It is small, but it has all the basic functions you need.  It heats things very thoroughly and quickly.  Surprised at how much hotter it is than my bigger GE."	7/17/2015	20150717	1	1.001228501	0.479166667	1.4140625	1.5	1.702479557		20150717	24	5	1.702479557																				
US	2350154	R3OQ1KN5DVJ89D	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	So far so good! I'm not enamored with the constant beeping when ...	"So far so good! I'm not enamored with the constant beeping when things are done, but when one of my kids use it, it allows me to give them an evil stare & ask them if they are using the microwave. When I was looking to buy a new one, I had my evil redheaded stepchild  (Relax!, he is over 21) check out the specifics of the 2 machines. He said they were identical. However this one is slightly larger & performs much faster than the one it replaced! Still, not a problem, but I have to wonder why the old one took much longer to perform the same thing;!"	7/18/2015	20150718	0	1	-0.15392562	1.625	2	2.182644628		20150718	25	4	2.182644628																				
US	2193811	RAPJI82JLVHI1	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	1	1	N	Y	Poor quality	Dont buy it!!!<br />The button will be defective after 8 months	7/18/2015	20150718	1	1.001228501	0	-2	2	-2.803439803		20150718	26	1	-2.803439803																				
US	2959773	R9ECQ1ZR56HC2	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Great microwave	"I have had this microwave for about 5 months now and it is working perfectly. The settings on the front are easy to use, I regularly use the 30 second option on the &#34;start&#34; button, and it cooks evenly. 1100 Watts is good enough for everything I cook and I like the fact that there is a light when you open the door. I think 5 beeps at the end of cooking is excessive but I do like the fact that there is no reminder beep after 1 minute. Plenty of items need to sit in the microwave for 2 minutes after cooking and a reminder beep is annoying (personal preference though). It is big enough to take a dinner plate but still a nice size for a small kitchen. I like the look of it too - clean lines! I knocked a star off because the door button needs a lot of pressure to open and the microwave slides away from me unless I hold it with the other hand. Perhaps putting the microwave on a non-slip mat would solve that issue."	7/19/2015	20150719	0	1	0.601851852	4	1	2.980555556		20150719	27	4	2.980555556																				
US	44515751	REKNRPIWYQC90	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Four Stars	It's OK	7/21/2015	20150721	0	1	2.5	0	2	1.5		20150721	28	4	1.5																				
US	44777267	R2UL1AD92GYETH	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Four Stars	Perfect for our backroom.  Very pleased with the product.	7/21/2015	20150721	0	1	4.125	0	1	1.2375		20150721	29	4	1.2375																				
US	49804763	R2M9JER1R33XNZ	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Works well.	7/21/2015	20150721	0	1	0	0	1	0		20150721	30	5	0																				
US	47158665	R1WS8X1AG8C5MN	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Excellent	7/21/2015	20150721	0	1	5	0	2	3		20150721	31	5	3																				
US	23068511	R1JYKFIFTON0K9	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Great for a small kitchen!	"So far so good! It's just big enough to fit my large ikea plates. I didn't think it would be, so I was pleasantly surprised. I didn't want to sacrifice counter space, and this was the best option. It seems to heat up pretty well. Sometimes it takes a little longer than other microwaves, but for me an extra minute isn't a big deal. For the size and price, it's a fantastic buy.<br /><br />EDIT: Just thought I'd update. It's been 2 years and it's still going strong. No issues whatsoever. It works just as well as when I purchased it."	7/22/2015	20150722	0	1	1.153373016	1.21875	2	2.39827381		20150722	32	5	2.39827381																				
US	51914671	R3B2XBII0AQEFS	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Received product as described and expeditiously. A++++	7/23/2015	20150723	0	1	0	0	1	0		20150723	33	5	0																				
US	45697848	R7GHMJIK7ZYZQ	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	So far so good ...	"Just a month, no issues, no particular shortcomings, nothing really outstanding, just working as a reasonable microwave should."	7/23/2015	20150723	0	1	1.027777778	2	1	1.708333333		20150723	34	4	1.708333333																				
US	50098916	RL3IWA2QSALS8	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	0	0	N	Y	It's a microwave. The buttons feel cheap. Also ...	"It's a microwave. The buttons feel cheap.  Also, before you purchase go somewhere and see a microwave that is .7 cubic feet. Literally can't even microwave a hamster it's so small..."	7/23/2015	20150723	0	1	0.375	2	1	1.5125		20150723	35	3	1.5125																				
US	29450874	R16Q3SEKYGVNE6	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Great little microwave!	"Love this microwave.  It fit perfectly in the area I wanted it to.  I wanted a simple, smaller microwave and this fit the bill.  Most microwaves are larger and have too many bells and whistles for me.  It is very attractive - I wanted some stainless to match my other appliances.  I have another Danby product (dehumidifier) and find Danby to be a good product.  In one review I read it said the microwave slid when opening the door - I haven't found this to be a problem at all.  The price for this is great.  Would definitely recommend it."	7/23/2015	20150723	0	1	1.958333333	1.4140625	1	1.57734375		20150723	36	5	1.57734375																				
US	4340021	R1LD5M4RE6WLCE	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	0	0	N	Y	Five Stars	Super	7/23/2015	20150723	0	1	1.666666667	0	1.5	0.75		20150723	37	5	0.75																				
US	46084782	R3P9DLH7MBKD1M	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	0	0	N	Y	"Does the job, but not Elegant"	"First...it's pretty big (something to considering if you live in an NYC apartment). Second...the door makes a pretty loud noise when you close the door. Third...there's a noise coming from the unit which sounds like the glass plate is shaking every time I use it. Overall, it heats up my food. That's all I really need."	7/24/2015	20150724	0	1	0.668831169	-1.25	2	-1.348701299		20150724	38	3	-1.348701299																				
US	15008761	RL1QISLPTAI4	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Good value	"Getting good use in a small office, and working well.  Seems to be well built, and holding up well in a tough environment.  Good value."	7/24/2015	20150724	0	1	0.951388889	3.5	1.5	4.103125		20150724	39	4	4.103125																				
US	1110711	R3K2D443JAU9RW	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Good	7/24/2015	20150724	0	1	3.5	0	1	1.05		20150724	40	5	1.05																				
US	15825362	R3IKOSBYNYQXBP	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Works as expected and seem to do the job!	Simple and basic microwave. Works as expected and does the job. Perfect for limited space on a countertop.	7/24/2015	20150724	0	1	0.828571429	-0.625	1	-0.188928571		20150724	41	5	-0.188928571																				
US	27388387	R1BR2L4W12N06P	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	0	0	N	Y	"Small space, big job."	"This has been a great little addition. The plate is as large as a that of a larger microwave, but this fits in smaller space -- in this case, in a corner."	7/24/2015	20150724	0	1	0.826785714	-0.625	1	-0.189464286		20150724	42	5	-0.189464286																				
US	20727132	R1KHFT5CGKK48W	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	2	2	N	Y	Terrible microwave. doesn't heat the food yet the outside ...	Terrible microwave. doesn't heat the food yet the outside of the microwave gets hot. never had a microwave that gets hot on the outside. working with the supplier to replace it.	7/25/2015	20150725	2	1.002457002	-0.5	-2.5	1	-1.904668304		20150725	43	1	-1.904668304																				
US	794027	R2D7WQTXCQ18T6	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	0	0	N	Y	Three Stars	The microwave is fine but the shipping was terrible.	7/25/2015	20150725	0	1	-1.458333333	0	1.5	-0.65625		20150725	44	3	-0.65625																				
US	42813510	R2BODWYT9PR3JB	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	0	0	N	Y	This unit is unusual and special due to its vertical dimensions.	I needed a vertical microwave to fit a special spot in my galley.  This unit has proven to have both the power and interior space to meet all my needs.	7/25/2015	20150725	0	1	1.892857143	0.720238095	1	1.07202381		20150725	45	5	1.07202381																				
US	35489710	R2ZYJNJLVR8CP0	B00NQFSSWS	692404913	samsung counter top microwave	Major Appliances	5	11	12	N	Y	Read The Manual And You Will Be Rewarded!	"I was a bit concerned after reading some of the ratings, but I took the plunge -- and I'm glad I did.  It does everything as good or better than advertised.  As with most products, the manual could stand some extra effort (simplification), so those who don't read it do so at their own peril.  Both my wife and I are pleased with this product and hope it lasts as long as my original Samsung (11 years)."	7/25/2015	20150725	10	1.012285012	2.013888889	0	1	0.611588861		20150725	46	5	0.611588861																				
US	48814570	RYOE2GLDD0U0X	B00DUZ8LBW	930071734	ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017	Major Appliances	5	0	0	N	Y	Excellent part	Excellent quality. Fixed our $500 microwave. Learned that mfg offer 10 year warranty.	7/25/2015	20150725	0	1	2.75	5	1.5	6.4875		20150725	47	5	6.4875																				
US	36296338	R3WP6JWEIUWIA	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	It works just fine.	7/26/2015	20150726	0	1	2.083333333	0	1	0.625		20150726	48	5	0.625																				
US	46912055	R23Q0HY498I6ZP	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Just the right size	"We replaced our over-the-range microwave with a range hood. We needed a small microwave to install in our pantry and this fit the bill. It holds a 12&#34; plate and has multiple power levels for cooking, but we use it mostly for rewarming. It does take about twice as long as our old microwave but that's okay. One feature I really like is the one-touch button for speed cooking. Start will zap something for 30 seconds on high. 1 = 1 minute, 2 = 2 minutes, etc. That is quick and handy!"	7/27/2015	20150727	0	1	1.201515152	1.428571429	2	2.720909091		20150727	49	4	2.720909091																				
US	47026253	R2CJ5TXV3GIRDY	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	1	2	N	Y	Microwave Died within Six Months	I bought this microwave for my parents for Christmas. After six months it died.  My father has been attempting to get his refund processed for the past month and they keep giving him the run around. Don't buy this product!!!	7/27/2015	20150727	0	1	-2.44140625	0	2	-1.46484375		20150727	50	1	-1.46484375																				
US	47026587	R3MIJAFRTBPML3	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	4	0	0	N	Y	Four Stars	Not a power-horse but great on space for my tiny kitchen.	7/27/2015	20150727	0	1	2	0	2	1.2		20150727	51	4	1.2																				
US	11879950	R3RHTF0LIO1OBB	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	0	0	N	Y	Disappointed	"I purchased this microwave in January of 2015. In July of 2015 the microwave completely stop working. The whole microwave stop working the clock, everything. I want to get my money back. Most microwaves last for years. I have had a microwave that lasted for 25 years. To have a microwave last for only 6 months is disappointing."	7/28/2015	20150728	0	1	0.125	-3.75	1	-2.5875		20150728	52	1	-2.5875																				
US	48892420	R1AJIP6XR52IJV	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	3	3	N	Y	The most adorable little microwave around	"I only use a microwave to reheat coffee so when I bought my new house and it didn't have a microwave in the kitchen I was kind of like, meh, no biggie. However, after several weekends of cold coffee I caved and went looking for a small microwave that would look cute on the kitchen counter without taking up too much space. I AM SO FREAKING HAPPY WITH THIS. It's literally the most adorable microwave that you could ever want. If you do &#34;cooking&#34; with a microwave, then this isn't your best option. But if you're looking for something to heat up a beverage or reheat something small then this guy is great for you. Have I mentioned how cute it is?!"	7/28/2015	20150728	3	1.003685504	1.520454545	1.354166667	1.5	2.11384151		20150728	53	5	2.11384151																				
US	45652326	R2E1MRFF2ETWMV	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Great Product	7/30/2015	20150730	0	1	4	0	1.5	1.8		20150730	54	5	1.8																				
US	50523787	R1PIZ8HOJNUTAF	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	0	0	N	Y	PoS	I received the microwave and it didn't even work. I didn't have the original packaging so they wouldn't refund me. Brilliant. lol	7/31/2015	20150731	0	1	3.458333333	0	1	1.0375		20150731	55	1	1.0375																				
US	33249410	R2B33BCFFCQ4DW	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	1	N	Y	Good value for price	"Low power but gets the job done, and good value for the money. As a den microwave or as a small office microwave, this is perfect and an excellent value. Takes a bit longer than larger units due to lower power, but works well."	7/31/2015	20150731	-1	0.998771499	1.660714286	3.5	1	2.944592402		20150731	56	4	2.944592402																				
US	13197869	R23V86M1E49J6O	B00NQFSSWS	692404913	samsung counter top microwave	Major Appliances	5	0	0	N	Y	Sleek Samsung microwave with grill/combi feature	Prompt delivery and great looking microwave. I cannot wait to try out grill function. I already went through instruction book to familiarize myself with the functionality.	7/31/2015	20150731	0	1	4	0	1.5	1.8		20150731	57	5	1.8																				
US	20539817	R30L6DPZXQ6JDR	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Looks great. Works great	"Looks great. Works great. I've been using it since May, probably daily, and haven't had any issues at all. It's stainless on the inside as well, so it wipes clean easily. Food and beverages seem to heat evenly. Great deal!"	8/1/2015	20150801	0	1	2.571428571	4	1	3.571428571		20150801	58	5	3.571428571																				
US	280305	R199R4XPI71OP6	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Great Microwave.	It's large but heats food up quickly and is easy to use. Only 4 star because of it's size. Make sure you have room. Mine is above my fridge which makes the push button to open the door ideal rather than pulling the door handle.	8/1/2015	20150801	0	1	1.488095238	4	1	3.246428571		20150801	59	4	3.246428571																				
US	197189	R24L0SMFBBZ6HY	B00NQFSSWS	692404913	samsung counter top microwave	Major Appliances	5	0	0	N	Y	Five Stars	I m happy with it	8/1/2015	20150801	0	1	4	0	1	1.2		20150801	60	5	1.2																				
US	16297085	R3B1AXP92P40OK	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	5	0	0	N	Y	Five Stars	Love the versatality of this oven!	8/1/2015	20150801	0	1	3.125	0	1.5	1.40625		20150801	61	5	1.40625																				
US	36366886	R39MLY03O5BEIB	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Four Stars	I wonder if they will ever produce a microwave that only beeps once!	8/2/2015	20150802	0	1	0	0	2	0		20150802	62	4	0																				
US	14065351	RTRM5DKF96E9D	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	0	0	N	Y	This is the perfect size for the space we have and I think ...	This is the perfect size for the space we have and I think it's the only one that will fit! And good quality.	8/2/2015	20150802	0	1	2.75	5	1	4.325		20150802	63	5	4.325																				
US	41449260	RN8OH8WQQAE3Z	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Better than expected!	Had not heard of this brand. Was a little unsure about purchasing.  Really nice looking and very quiet!  Great value!	8/4/2015	20150804	0	1	1.765625	0.9375	1	1.1859375		20150804	64	5	1.1859375																				
US	35729606	R2S6C5PBXVCHFD	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	"This is the best, most efficient little microwave we have ever had."	8/4/2015	20150804	0	1	2.1875	0	1	0.65625		20150804	65	5	0.65625																				
US	16390693	R2DJ78G40RCH9Z	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	0	0	N	Y	excellent!	"Excellent! I love the shape and size, perfect for a small kitchen"	8/4/2015	20150804	0	1	2.8125	5	1	4.34375		20150804	66	5	4.34375																				
US	13834456	R3E7YAWJUADFEN	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Very satisfied	"For the low price, it works very well. Compact and nice looking."	8/5/2015	20150805	0	1	1.333333333	3.25	1	2.675		20150805	67	4	2.675																				
US	18164108	R243KI1FG0AU9V	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	4	2	2	N	Y	Very good but smelly	"Our microwave was working fine, but had a number of rusty spots.  I cleaned the inside really well and sanded the spots to bare metal.  There was enough paint in the can to cover the spots as well as put a light layer on the remainder of the interior.  i.e. to give a uniform color appearance.  The only issue is that it took a week for it to air out.  You could still smell it a couple of weeks later.  But eventually it went away.  Overall, I'm happy.  The 10-yr microwave continues to work well and now it looks nice again too."	8/5/2015	20150805	2	1.002457002	1.233333333	4.55	2	7.127469284		20150805	68	4	7.127469284																				
US	37140085	R2WZZTZYTMETND	B00NQFSSWS	692404913	samsung counter top microwave	Major Appliances	5	2	2	N	Y	A real beauty!	What a beautiful micro.  I love it.  Works great.	8/5/2015	20150805	2	1.002457002	3.583333333	1.25	2	3.909582308		20150805	69	5	3.909582308																				
US	16779914	R32U84HFYW9RAB	B004ZUWBVW	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	"Great price, great microwave"	"The microwave does what it's supposed to do and is easy to use. I like the express settings so when you press any single digit it automatically puts in that amount of minutes. It is great for urban kitchen needs. For smaller kitchens, doesn't take up too much space or for bringing up flights of stairs it is nice and light. Really compact, heats up food well. Great for the price."	8/6/2015	20150806	0	1	1.680952381	4	2	6.608571429		20150806	70	5	6.608571429																				
